"study","contrast","direction","pathway","total","hits","expected","raw_p","fdr"
"Misame (1-2 mo.)","IFA/BEP","up","Purine Metabolism",7,1,2.6,0.975,1
"Misame (1-2 mo.)","IFA/BEP","up","Warburg Effect",7,1,2.6,0.975,1
"Misame (1-2 mo.)","IFA/BEP","up","Pyruvate Metabolism",8,1,2.97,0.986,1
"Misame (3-4 mo.)","BEP/BEP","down","Oxidation of Branched Chain Fatty Acids",3,2,0.171,0.00504,0.494
"Misame (3-4 mo.)","BEP/BEP","down","Phytanic Acid Peroxisomal Oxidation",4,2,0.229,0.0101,0.494
"Misame (3-4 mo.)","BEP/BEP","down","Citric Acid Cycle",6,2,0.343,0.0252,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Warburg Effect",7,2,0.4,0.0353,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Pyruvate Metabolism",8,2,0.457,0.0471,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Pentose Phosphate Pathway",1,1,0.0571,0.0571,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Amino Sugar Metabolism",1,1,0.0571,0.0571,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Beta Oxidation of Very Long Chain Fatty Acids",1,1,0.0571,0.0571,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Phenylacetate Metabolism",1,1,0.0571,0.0571,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Sulfate/Sulfite Metabolism",2,1,0.114,0.113,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Inositol Phosphate Metabolism",2,1,0.114,0.113,0.613
"Misame (3-4 mo.)","BEP/BEP","down","De Novo Triacylglycerol Biosynthesis",2,1,0.114,0.113,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Estrone Metabolism",2,1,0.114,0.113,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Steroid Biosynthesis",3,1,0.171,0.166,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Glycolysis",3,1,0.171,0.166,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Fatty acid Metabolism",3,1,0.171,0.166,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Fructose and Mannose Degradation",3,1,0.171,0.166,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Butyrate Metabolism",3,1,0.171,0.166,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Thiamine Metabolism",3,1,0.171,0.166,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Spermidine and Spermine Biosynthesis",3,1,0.171,0.166,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Phosphatidylinositol Phosphate Metabolism",3,1,0.171,0.166,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Plasmalogen Synthesis",3,1,0.171,0.166,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids",3,1,0.171,0.166,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids",3,1,0.171,0.166,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Nucleotide Sugars Metabolism",4,1,0.229,0.218,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Inositol Metabolism",4,1,0.229,0.218,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Sphingolipid Metabolism",4,1,0.229,0.218,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Lysine Degradation",4,1,0.229,0.218,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Galactose Metabolism",4,1,0.229,0.218,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Starch and Sucrose Metabolism",4,1,0.229,0.218,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Aspartate Metabolism",4,1,0.229,0.218,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Arachidonic Acid Metabolism",4,1,0.229,0.218,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Gluconeogenesis",4,1,0.229,0.218,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Transfer of Acetyl Groups into Mitochondria",4,1,0.229,0.218,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Glycine and Serine Metabolism",5,1,0.286,0.269,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Phenylalanine and Tyrosine Metabolism",5,1,0.286,0.269,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Ammonia Recycling",5,1,0.286,0.269,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Phospholipid Biosynthesis",5,1,0.286,0.269,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Pyrimidine Metabolism",5,1,0.286,0.269,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Folate Metabolism",5,1,0.286,0.269,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Betaine Metabolism",5,1,0.286,0.269,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Lactose Synthesis",5,1,0.286,0.269,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Threonine and 2-Oxobutanoate Degradation",5,1,0.286,0.269,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Propanoate Metabolism",6,1,0.343,0.318,0.662
"Misame (3-4 mo.)","BEP/BEP","down","Valine, Leucine and Isoleucine Degradation",6,1,0.343,0.318,0.662
"Misame (3-4 mo.)","BEP/BEP","down","Methionine Metabolism",6,1,0.343,0.318,0.662
"Misame (3-4 mo.)","BEP/BEP","down","Glutamate Metabolism",6,1,0.343,0.318,0.662
"Misame (3-4 mo.)","BEP/BEP","down","Nicotinate and Nicotinamide Metabolism",7,1,0.4,0.365,0.715
"Misame (3-4 mo.)","BEP/BEP","down","Purine Metabolism",7,1,0.4,0.365,0.715
"Misame (3-4 mo.)","BEP/BEP","down","Riboflavin Metabolism",7,1,0.4,0.365,0.715
"Misame (3-4 mo.)","BEP/BEP","down","Tyrosine Metabolism",8,1,0.457,0.41,0.773
"Misame (3-4 mo.)","BEP/BEP","down","Vitamin B6 Metabolism",8,1,0.457,0.41,0.773
"Misame (3-4 mo.)","BEP/BEP","up","Nicotinate and Nicotinamide Metabolism",7,4,2.4,0.163,1
"Misame (3-4 mo.)","BEP/BEP","up","Vitamin B6 Metabolism",8,4,2.74,0.257,1
"Misame (3-4 mo.)","BEP/BEP","up","Pantothenate and CoA Biosynthesis",3,2,1.03,0.266,1
"Misame (3-4 mo.)","BEP/BEP","up","Riboflavin Metabolism",7,2,2.4,0.783,1
"Misame (3-4 mo.)","BEP/BEP","up","Beta-Alanine Metabolism",8,2,2.74,0.854,1
"Misame (3-4 mo.)","BEP/BEP","up","Arginine and Proline Metabolism",5,1,1.71,0.896,1
"Misame (3-4 mo.)","BEP/BEP","up","Pyrimidine Metabolism",5,1,1.71,0.896,1
"Misame (3-4 mo.)","BEP/BEP","up","Valine, Leucine and Isoleucine Degradation",6,1,2.06,0.938,1
"Misame (3-4 mo.)","BEP/IFA","down","Nicotinate and Nicotinamide Metabolism",7,2,0.4,0.0353,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Pentose Phosphate Pathway",1,1,0.0571,0.0571,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Amino Sugar Metabolism",1,1,0.0571,0.0571,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Beta Oxidation of Very Long Chain Fatty Acids",1,1,0.0571,0.0571,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Phenylacetate Metabolism",1,1,0.0571,0.0571,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Sulfate/Sulfite Metabolism",2,1,0.114,0.113,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Inositol Phosphate Metabolism",2,1,0.114,0.113,0.712
"Misame (3-4 mo.)","BEP/IFA","down","De Novo Triacylglycerol Biosynthesis",2,1,0.114,0.113,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Estrone Metabolism",2,1,0.114,0.113,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Steroid Biosynthesis",3,1,0.171,0.166,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Oxidation of Branched Chain Fatty Acids",3,1,0.171,0.166,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Glycolysis",3,1,0.171,0.166,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Fatty acid Metabolism",3,1,0.171,0.166,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Fructose and Mannose Degradation",3,1,0.171,0.166,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Butyrate Metabolism",3,1,0.171,0.166,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Spermidine and Spermine Biosynthesis",3,1,0.171,0.166,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Phosphatidylinositol Phosphate Metabolism",3,1,0.171,0.166,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Plasmalogen Synthesis",3,1,0.171,0.166,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids",3,1,0.171,0.166,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids",3,1,0.171,0.166,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Nucleotide Sugars Metabolism",4,1,0.229,0.218,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Inositol Metabolism",4,1,0.229,0.218,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Sphingolipid Metabolism",4,1,0.229,0.218,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Galactose Metabolism",4,1,0.229,0.218,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Starch and Sucrose Metabolism",4,1,0.229,0.218,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Aspartate Metabolism",4,1,0.229,0.218,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Arachidonic Acid Metabolism",4,1,0.229,0.218,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Gluconeogenesis",4,1,0.229,0.218,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Phytanic Acid Peroxisomal Oxidation",4,1,0.229,0.218,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Glycine and Serine Metabolism",5,1,0.286,0.269,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Phenylalanine and Tyrosine Metabolism",5,1,0.286,0.269,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Ammonia Recycling",5,1,0.286,0.269,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Phospholipid Biosynthesis",5,1,0.286,0.269,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Pyrimidine Metabolism",5,1,0.286,0.269,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Folate Metabolism",5,1,0.286,0.269,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Betaine Metabolism",5,1,0.286,0.269,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Lactose Synthesis",5,1,0.286,0.269,0.712
"Misame (3-4 mo.)","BEP/IFA","down","Methionine Metabolism",6,1,0.343,0.318,0.778
"Misame (3-4 mo.)","BEP/IFA","down","Citric Acid Cycle",6,1,0.343,0.318,0.778
"Misame (3-4 mo.)","BEP/IFA","down","Glutamate Metabolism",6,1,0.343,0.318,0.778
"Misame (3-4 mo.)","BEP/IFA","down","Purine Metabolism",7,1,0.4,0.365,0.831
"Misame (3-4 mo.)","BEP/IFA","down","Riboflavin Metabolism",7,1,0.4,0.365,0.831
"Misame (3-4 mo.)","BEP/IFA","down","Warburg Effect",7,1,0.4,0.365,0.831
"Misame (3-4 mo.)","BEP/IFA","down","Tyrosine Metabolism",8,1,0.457,0.41,0.874
"Misame (3-4 mo.)","BEP/IFA","down","Vitamin B6 Metabolism",8,1,0.457,0.41,0.874
"Misame (3-4 mo.)","BEP/IFA","down","Pyruvate Metabolism",8,1,0.457,0.41,0.874
"Misame (3-4 mo.)","IFA/BEP","up","Nicotinate and Nicotinamide Metabolism",7,5,2.6,0.0501,1
"Misame (3-4 mo.)","IFA/BEP","up","Pantothenate and CoA Biosynthesis",3,2,1.11,0.306,1
"Misame (3-4 mo.)","IFA/BEP","up","Vitamin B6 Metabolism",8,4,2.97,0.325,1
"Misame (3-4 mo.)","IFA/BEP","up","D-Arginine and D-Ornithine Metabolism",1,1,0.371,0.371,1
"Misame (3-4 mo.)","IFA/BEP","up","Vitamin K Metabolism",1,1,0.371,0.371,1
"Misame (3-4 mo.)","IFA/BEP","up","Tryptophan Metabolism",4,2,1.49,0.478,1
"Misame (3-4 mo.)","IFA/BEP","up","Riboflavin Metabolism",7,3,2.6,0.525,1
"Misame (3-4 mo.)","IFA/BEP","up","Glutathione Metabolism",2,1,0.743,0.612,1
"Misame (3-4 mo.)","IFA/BEP","up","Caffeine Metabolism",2,1,0.743,0.612,1
"Misame (3-4 mo.)","IFA/BEP","up","Glycerolipid Metabolism",2,1,0.743,0.612,1
"Misame (3-4 mo.)","IFA/BEP","up","Glycerol Phosphate Shuttle",2,1,0.743,0.612,1
"Misame (3-4 mo.)","IFA/BEP","up","Mitochondrial Electron Transport Chain",2,1,0.743,0.612,1
"Misame (3-4 mo.)","IFA/BEP","up","Pyruvaldehyde Degradation",2,1,0.743,0.612,1
"Misame (3-4 mo.)","IFA/BEP","up","Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids",2,1,0.743,0.612,1
"Misame (3-4 mo.)","IFA/BEP","up","Arginine and Proline Metabolism",5,2,1.86,0.626,1
"Misame (3-4 mo.)","IFA/BEP","up","Pyrimidine Metabolism",5,2,1.86,0.626,1
"Misame (3-4 mo.)","IFA/BEP","up","Beta-Alanine Metabolism",8,3,2.97,0.645,1
"Misame (3-4 mo.)","IFA/BEP","up","Valine, Leucine and Isoleucine Degradation",6,2,2.23,0.743,1
"Misame (3-4 mo.)","IFA/BEP","up","Steroid Biosynthesis",3,1,1.11,0.765,1
"Misame (3-4 mo.)","IFA/BEP","up","Bile Acid Biosynthesis",3,1,1.11,0.765,1
"Misame (3-4 mo.)","IFA/BEP","up","Fatty acid Metabolism",3,1,1.11,0.765,1
"Misame (3-4 mo.)","IFA/BEP","up","Butyrate Metabolism",3,1,1.11,0.765,1
"Misame (3-4 mo.)","IFA/BEP","up","Plasmalogen Synthesis",3,1,1.11,0.765,1
"Misame (3-4 mo.)","IFA/BEP","up","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids",3,1,1.11,0.765,1
"Misame (3-4 mo.)","IFA/BEP","up","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids",3,1,1.11,0.765,1
"Misame (3-4 mo.)","IFA/BEP","up","Thyroid hormone synthesis",3,1,1.11,0.765,1
"Misame (3-4 mo.)","IFA/BEP","up","Lysine Degradation",4,1,1.49,0.86,1
"Misame (3-4 mo.)","IFA/BEP","up","Aspartate Metabolism",4,1,1.49,0.86,1
"Misame (3-4 mo.)","IFA/BEP","up","Glycine and Serine Metabolism",5,1,1.86,0.919,1
"Misame (3-4 mo.)","IFA/BEP","up","Phenylalanine and Tyrosine Metabolism",5,1,1.86,0.919,1
"Misame (3-4 mo.)","IFA/BEP","up","Ammonia Recycling",5,1,1.86,0.919,1
"Misame (3-4 mo.)","IFA/BEP","up","Porphyrin Metabolism",5,1,1.86,0.919,1
"Misame (3-4 mo.)","IFA/BEP","up","Phospholipid Biosynthesis",5,1,1.86,0.919,1
"Misame (3-4 mo.)","IFA/BEP","up","Folate Metabolism",5,1,1.86,0.919,1
"Misame (3-4 mo.)","IFA/BEP","up","Betaine Metabolism",5,1,1.86,0.919,1
"Misame (3-4 mo.)","IFA/BEP","up","Threonine and 2-Oxobutanoate Degradation",5,1,1.86,0.919,1
"Misame (3-4 mo.)","IFA/BEP","up","Propanoate Metabolism",6,1,2.23,0.954,1
"Misame (3-4 mo.)","IFA/BEP","up","Methionine Metabolism",6,1,2.23,0.954,1
"Misame (3-4 mo.)","IFA/BEP","up","Citric Acid Cycle",6,1,2.23,0.954,1
"Misame (3-4 mo.)","IFA/BEP","up","Glutamate Metabolism",6,1,2.23,0.954,1
"Misame (3-4 mo.)","IFA/BEP","up","Histidine Metabolism",7,1,2.6,0.975,1
"Misame (3-4 mo.)","IFA/BEP","up","Purine Metabolism",7,1,2.6,0.975,1
"Misame (3-4 mo.)","IFA/BEP","up","Warburg Effect",7,1,2.6,0.975,1
"Misame (3-4 mo.)","IFA/BEP","up","Tyrosine Metabolism",8,1,2.97,0.986,1
"Misame (3-4 mo.)","IFA/BEP","up","Pyruvate Metabolism",8,1,2.97,0.986,1
"Vital (1.5 mo.)","BEP+ExBf","up","Nicotinate and Nicotinamide Metabolism",7,6,3.2,0.0243,1
"Vital (1.5 mo.)","BEP+ExBf","up","Caffeine Metabolism",2,2,0.914,0.202,1
"Vital (1.5 mo.)","BEP+ExBf","up","Glycerolipid Metabolism",2,2,0.914,0.202,1
"Vital (1.5 mo.)","BEP+ExBf","up","Glycerol Phosphate Shuttle",2,2,0.914,0.202,1
"Vital (1.5 mo.)","BEP+ExBf","up","Mitochondrial Electron Transport Chain",2,2,0.914,0.202,1
"Vital (1.5 mo.)","BEP+ExBf","up","Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids",2,2,0.914,0.202,1
"Vital (1.5 mo.)","BEP+ExBf","up","Valine, Leucine and Isoleucine Degradation",6,4,2.74,0.248,1
"Vital (1.5 mo.)","BEP+ExBf","up","Ammonia Recycling",5,3,2.29,0.415,1
"Vital (1.5 mo.)","BEP+ExBf","up","Arginine and Proline Metabolism",5,3,2.29,0.415,1
"Vital (1.5 mo.)","BEP+ExBf","up","Threonine and 2-Oxobutanoate Degradation",5,3,2.29,0.415,1
"Vital (1.5 mo.)","BEP+ExBf","up","Pantothenate and CoA Biosynthesis",3,2,1.37,0.434,1
"Vital (1.5 mo.)","BEP+ExBf","up","Bile Acid Biosynthesis",3,2,1.37,0.434,1
"Vital (1.5 mo.)","BEP+ExBf","up","Fatty acid Metabolism",3,2,1.37,0.434,1
"Vital (1.5 mo.)","BEP+ExBf","up","Butyrate Metabolism",3,2,1.37,0.434,1
"Vital (1.5 mo.)","BEP+ExBf","up","Retinol Metabolism",3,2,1.37,0.434,1
"Vital (1.5 mo.)","BEP+ExBf","up","Thiamine Metabolism",3,2,1.37,0.434,1
"Vital (1.5 mo.)","BEP+ExBf","up","Plasmalogen Synthesis",3,2,1.37,0.434,1
"Vital (1.5 mo.)","BEP+ExBf","up","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids",3,2,1.37,0.434,1
"Vital (1.5 mo.)","BEP+ExBf","up","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids",3,2,1.37,0.434,1
"Vital (1.5 mo.)","BEP+ExBf","up","D-Arginine and D-Ornithine Metabolism",1,1,0.457,0.457,1
"Vital (1.5 mo.)","BEP+ExBf","up","Fatty Acid Elongation In Mitochondria",1,1,0.457,0.457,1
"Vital (1.5 mo.)","BEP+ExBf","up","Biotin Metabolism",1,1,0.457,0.457,1
"Vital (1.5 mo.)","BEP+ExBf","up","Ketone Body Metabolism",1,1,0.457,0.457,1
"Vital (1.5 mo.)","BEP+ExBf","up","Steroidogenesis",1,1,0.457,0.457,1
"Vital (1.5 mo.)","BEP+ExBf","up","Vitamin K Metabolism",1,1,0.457,0.457,1
"Vital (1.5 mo.)","BEP+ExBf","up","Cardiolipin Biosynthesis",1,1,0.457,0.457,1
"Vital (1.5 mo.)","BEP+ExBf","up","Androstenedione Metabolism",1,1,0.457,0.457,1
"Vital (1.5 mo.)","BEP+ExBf","up","Beta-Alanine Metabolism",8,4,3.66,0.548,1
"Vital (1.5 mo.)","BEP+ExBf","up","Vitamin B6 Metabolism",8,4,3.66,0.548,1
"Vital (1.5 mo.)","BEP+ExBf","up","Propanoate Metabolism",6,3,2.74,0.582,1
"Vital (1.5 mo.)","BEP+ExBf","up","Citric Acid Cycle",6,3,2.74,0.582,1
"Vital (1.5 mo.)","BEP+ExBf","up","Glutamate Metabolism",6,3,2.74,0.582,1
"Vital (1.5 mo.)","BEP+ExBf","up","Lysine Degradation",4,2,1.83,0.63,1
"Vital (1.5 mo.)","BEP+ExBf","up","Tryptophan Metabolism",4,2,1.83,0.63,1
"Vital (1.5 mo.)","BEP+ExBf","up","Gluconeogenesis",4,2,1.83,0.63,1
"Vital (1.5 mo.)","BEP+ExBf","up","Transfer of Acetyl Groups into Mitochondria",4,2,1.83,0.63,1
"Vital (1.5 mo.)","BEP+ExBf","up","Pterine Biosynthesis",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Glutathione Metabolism",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Selenoamino Acid Metabolism",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Androgen and Estrogen Metabolism",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Glucose-Alanine Cycle",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Ethanol Degradation",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Fatty Acid Biosynthesis",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Pyruvaldehyde Degradation",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Inositol Phosphate Metabolism",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Carnitine Synthesis",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","De Novo Triacylglycerol Biosynthesis",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Estrone Metabolism",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Riboflavin Metabolism",7,3,3.2,0.72,1
"Vital (1.5 mo.)","BEP+ExBf","up","Warburg Effect",7,3,3.2,0.72,1
"Vital (1.5 mo.)","BEP+ExBf","up","Glycine and Serine Metabolism",5,2,2.29,0.773,1
"Vital (1.5 mo.)","BEP+ExBf","up","Porphyrin Metabolism",5,2,2.29,0.773,1
"Vital (1.5 mo.)","BEP+ExBf","up","Phospholipid Biosynthesis",5,2,2.29,0.773,1
"Vital (1.5 mo.)","BEP+ExBf","up","Pyrimidine Metabolism",5,2,2.29,0.773,1
"Vital (1.5 mo.)","BEP+ExBf","up","Folate Metabolism",5,2,2.29,0.773,1
"Vital (1.5 mo.)","BEP+ExBf","up","Betaine Metabolism",5,2,2.29,0.773,1
"Vital (1.5 mo.)","BEP+ExBf","up","Pyruvate Metabolism",8,3,3.66,0.824,1
"Vital (1.5 mo.)","BEP+ExBf","up","Cysteine Metabolism",3,1,1.37,0.852,1
"Vital (1.5 mo.)","BEP+ExBf","up","Steroid Biosynthesis",3,1,1.37,0.852,1
"Vital (1.5 mo.)","BEP+ExBf","up","Glycolysis",3,1,1.37,0.852,1
"Vital (1.5 mo.)","BEP+ExBf","up","Fructose and Mannose Degradation",3,1,1.37,0.852,1
"Vital (1.5 mo.)","BEP+ExBf","up","Malate-Aspartate Shuttle",3,1,1.37,0.852,1
"Vital (1.5 mo.)","BEP+ExBf","up","Thyroid hormone synthesis",3,1,1.37,0.852,1
"Vital (1.5 mo.)","BEP+ExBf","up","Methionine Metabolism",6,2,2.74,0.869,1
"Vital (1.5 mo.)","BEP+ExBf","up","Nucleotide Sugars Metabolism",4,1,1.83,0.926,1
"Vital (1.5 mo.)","BEP+ExBf","up","Inositol Metabolism",4,1,1.83,0.926,1
"Vital (1.5 mo.)","BEP+ExBf","up","Galactose Metabolism",4,1,1.83,0.926,1
"Vital (1.5 mo.)","BEP+ExBf","up","Alanine Metabolism",4,1,1.83,0.926,1
"Vital (1.5 mo.)","BEP+ExBf","up","Starch and Sucrose Metabolism",4,1,1.83,0.926,1
"Vital (1.5 mo.)","BEP+ExBf","up","Urea Cycle",4,1,1.83,0.926,1
"Vital (1.5 mo.)","BEP+ExBf","up","Aspartate Metabolism",4,1,1.83,0.926,1
"Vital (1.5 mo.)","BEP+ExBf","up","Phytanic Acid Peroxisomal Oxidation",4,1,1.83,0.926,1
"Vital (1.5 mo.)","BEP+ExBf","up","Histidine Metabolism",7,2,3.2,0.928,1
"Vital (1.5 mo.)","BEP+ExBf","up","Purine Metabolism",7,2,3.2,0.928,1
"Vital (1.5 mo.)","BEP+ExBf","up","Tyrosine Metabolism",8,2,3.66,0.963,1
"Vital (1.5 mo.)","BEP+ExBf","up","Phenylalanine and Tyrosine Metabolism",5,1,2.29,0.964,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Nicotinate and Nicotinamide Metabolism",7,5,3,0.101,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Caffeine Metabolism",2,2,0.857,0.176,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Glycerolipid Metabolism",2,2,0.857,0.176,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Glycerol Phosphate Shuttle",2,2,0.857,0.176,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Mitochondrial Electron Transport Chain",2,2,0.857,0.176,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids",2,2,0.857,0.176,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Valine, Leucine and Isoleucine Degradation",6,4,2.57,0.2,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Ammonia Recycling",5,3,2.14,0.36,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Arginine and Proline Metabolism",5,3,2.14,0.36,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Threonine and 2-Oxobutanoate Degradation",5,3,2.14,0.36,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Pantothenate and CoA Biosynthesis",3,2,1.29,0.39,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Bile Acid Biosynthesis",3,2,1.29,0.39,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Fatty acid Metabolism",3,2,1.29,0.39,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Butyrate Metabolism",3,2,1.29,0.39,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Retinol Metabolism",3,2,1.29,0.39,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Thiamine Metabolism",3,2,1.29,0.39,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Plasmalogen Synthesis",3,2,1.29,0.39,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids",3,2,1.29,0.39,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids",3,2,1.29,0.39,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","D-Arginine and D-Ornithine Metabolism",1,1,0.429,0.429,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Fatty Acid Elongation In Mitochondria",1,1,0.429,0.429,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Biotin Metabolism",1,1,0.429,0.429,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Ketone Body Metabolism",1,1,0.429,0.429,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Steroidogenesis",1,1,0.429,0.429,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Vitamin K Metabolism",1,1,0.429,0.429,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Cardiolipin Biosynthesis",1,1,0.429,0.429,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Androstenedione Metabolism",1,1,0.429,0.429,1
